id,temperature_celsius,is_active
230179,-0.88,true
230180,3.82,true
230181,29.21,true
230182,4.47,false
230183,42.68,true
230184,-9.03,true
230185,1.24,false
230186,34.59,false
230187,3.08,false
230188,-0.11,false
230189,49.74,false
230190,40.06,true
230191,29.73,false
230192,21.56,true
230193,44.60,false
230194,8.06,false
230195,17.93,true
230196,44.16,true
230197,13.91,false
230198,24.58,true
230199,14.75,false
230200,30.35,true
230201,13.24,false
230202,3.82,false
230203,10.95,false
230204,1.64,true
230205,25.36,true
230206,-4.26,true
230207,37.21,false
230208,-6.29,false
230209,14.35,false
230210,48.63,true
230211,30.39,false
230212,24.66,true
230213,38.65,false
230214,33.96,false
230215,10.98,false
230216,1.91,false
230217,4.10,true
230218,9.03,false
230219,25.04,false
230220,5.59,true
230221,43.20,false
230222,46.37,false
230223,47.67,true
230224,28.26,false
230225,24.57,true
230226,18.31,false
230227,3.68,true
230228,32.59,true
230229,22.02,true
230230,-6.23,false
230231,-4.98,false
230232,48.79,true
230233,48.10,false
230234,20.31,true
230235,-6.61,false
230236,48.89,false
230237,15.51,true
230238,-0.54,false
230239,46.08,false
230240,12.04,true
230241,32.38,true
230242,49.74,true
230243,9.27,false
230244,29.29,true
230245,49.52,false
230246,38.99,true
230247,-9.91,false
230248,49.68,false
230249,18.14,true
230250,16.56,true
230251,20.02,true
230252,14.53,true
230253,37.43,false
230254,12.20,true
230255,29.76,false
230256,45.74,true
230257,-0.98,false
230258,49.18,false
230259,31.32,false
230260,20.74,true
230261,13.97,false
230262,46.77,false
230263,-0.59,true
230264,33.64,false
230265,20.41,true
230266,-8.88,true
230267,3.09,false
230268,20.82,false
230269,27.72,false
230270,7.29,false
230271,2.66,false
230272,44.06,true
230273,45.57,false
230274,29.86,true
230275,39.36,false
230276,4.59,true
230277,11.92,false
230278,43.89,false
230279,2.26,false
230280,14.30,true
230281,12.01,false
230282,7.42,false
230283,31.62,true
230284,41.42,false
230285,1.57,false
230286,41.21,false
230287,4.50,false
230288,31.06,false
230289,9.80,true
230290,18.13,false
230291,44.38,true
230292,9.33,false
230293,40.14,false
230294,31.83,true
230295,36.11,false
230296,20.97,true
230297,5.94,false
230298,44.81,true
230299,19.79,false
230300,46.85,true
230301,49.21,false
230302,-8.01,false
230303,49.59,false
230304,1.82,false
230305,16.43,false
230306,38.79,false
230307,25.87,false
230308,37.49,true
230309,-5.97,true
230310,48.32,false
230311,20.18,true
230312,45.89,true
230313,36.03,true
230314,18.17,true
230315,38.93,true
230316,21.13,false
230317,4.01,true
230318,14.04,false
230319,14.92,false
230320,49.89,true
230321,34.88,false
230322,47.01,true
230323,13.79,false
230324,45.14,false
230325,45.22,false
230326,46.45,false
230327,6.40,true
230328,49.71,true
230329,-7.88,false
230330,-5.70,true
230331,36.62,true
230332,26.37,true
230333,41.72,false
230334,33.63,true
230335,10.40,false
230336,-2.92,true
230337,39.89,false
230338,46.32,false
230339,42.43,true
230340,35.90,false
230341,43.55,false
230342,45.09,true
230343,14.20,true
230344,16.35,true
230345,-7.91,false
230346,46.36,true
230347,19.68,false
230348,27.90,true
230349,27.16,true
230350,41.58,true
230351,-8.61,true
230352,22.15,true
230353,24.28,false
230354,42.91,true
230355,49.84,true
230356,35.51,true
230357,18.41,true
230358,1.38,true
230359,39.59,false
230360,32.63,false
230361,16.52,false
230362,14.85,true
230363,2.11,false
230364,28.57,true
230365,12.87,true
230366,41.49,true
230367,39.36,true
230368,26.40,true
230369,9.35,false
230370,18.92,true
230371,33.80,true
230372,10.80,true
230373,38.28,false
230374,30.84,false
230375,30.90,true
230376,23.22,false
230377,7.06,false
230378,41.97,false
230379,43.79,false
230380,-7.79,true
230381,44.15,true
230382,23.17,true
230383,29.77,false
230384,31.61,false
230385,31.20,false
230386,41.50,true
230387,43.69,false
230388,19.85,false
230389,7.12,true
230390,44.54,false
230391,-9.09,false
230392,2.12,true
230393,-9.11,true
230394,38.79,false
230395,21.76,true
230396,3.34,false
230397,11.71,true
230398,41.50,true
230399,36.26,false
230400,40.75,false
230401,28.64,false
230402,41.96,true
230403,44.20,false
230404,38.17,false
230405,20.77,false
230406,3.70,true
230407,-5.89,true
230408,9.17,false
230409,-4.78,true
230410,42.50,false
230411,20.40,false
230412,45.77,true
230413,39.98,true
230414,30.17,false
230415,43.49,false
230416,41.02,false
230417,49.62,true
230418,21.94,true
230419,40.55,true
230420,-1.75,true
230421,32.43,true
230422,0.50,false
230423,10.58,true
230424,25.53,true
230425,-2.84,true
230426,35.61,false
230427,11.19,false
230428,14.03,true
230429,48.57,true
230430,36.70,false
230431,14.77,true
230432,14.91,true
230433,30.80,true
230434,8.59,false
230435,-1.41,true
230436,32.67,true
230437,22.45,true
230438,49.48,false
230439,14.16,false
230440,28.15,true
230441,7.43,false
230442,-4.36,true
230443,48.92,false
230444,25.17,false
230445,-1.22,false
230446,-6.68,false
230447,-9.95,false
230448,13.92,false
230449,18.51,true
230450,28.51,false
230451,35.05,false
230452,36.34,false
230453,11.27,true
230454,29.64,false
230455,27.40,true
230456,12.53,true
230457,42.68,false
230458,27.98,true
230459,49.86,true
230460,49.80,false
230461,11.65,true
230462,41.12,true
230463,30.34,false
230464,15.41,false
230465,47.29,true
230466,16.37,false
230467,-8.43,true
230468,34.90,true
230469,0.06,true
230470,28.32,true
230471,-6.56,true
230472,-4.26,false
230473,5.31,true
230474,5.02,false
230475,23.27,true
230476,40.01,true
230477,17.04,true
230478,49.30,false
230479,6.56,false
230480,40.35,true
230481,49.18,true
230482,2.81,false
230483,-7.11,true
230484,18.41,false
230485,8.90,true
230486,14.63,false
230487,37.18,false
230488,25.36,false
230489,46.93,true
230490,28.45,true
230491,4.13,false
230492,38.50,true
230493,-7.65,true
230494,16.18,true
230495,-3.64,false
230496,30.98,true
230497,30.91,false
230498,7.03,false
230499,6.46,true
230500,17.17,false
230501,0.06,false
230502,0.64,true
230503,-4.55,false
230504,24.40,true
230505,30.81,false
230506,10.33,true
230507,45.78,true
230508,48.75,false
230509,4.68,false
230510,20.26,false
230511,14.69,true
230512,48.99,true
230513,39.80,true
230514,13.26,true
230515,9.42,false
230516,21.10,false
230517,32.60,true
230518,7.32,false
230519,20.70,false
230520,12.06,true
230521,1.94,false
230522,5.49,false
230523,15.01,true
230524,-1.76,false
230525,36.25,false
230526,34.64,true
230527,5.92,true
230528,8.26,true
230529,16.89,true
230530,45.80,false
230531,16.05,true
230532,44.92,true
230533,11.80,true
230534,19.25,true
230535,45.29,true
230536,24.86,false
230537,-9.01,false
230538,31.29,false
230539,18.01,true
230540,39.86,false
230541,-3.74,true
230542,33.26,true
230543,-3.05,false
230544,12.59,false
230545,19.64,true
230546,8.29,false
230547,8.16,true
230548,43.95,true
230549,27.24,true
230550,36.59,true
230551,5.98,true
230552,-6.24,true
230553,9.43,false
230554,-9.13,true
230555,9.44,true
230556,30.57,true
230557,26.63,true
230558,35.53,true
230559,33.49,false
230560,13.25,true
230561,-6.73,false
230562,36.81,true
230563,24.32,false
230564,19.27,false
230565,22.55,false
230566,34.78,true
230567,27.96,true
230568,4.45,true
230569,5.51,false
230570,30.71,false
230571,22.01,false
230572,-0.39,true
230573,43.37,false
230574,31.27,false
230575,5.30,false
230576,34.71,false
230577,46.12,true
230578,39.66,true
230579,-8.13,false
230580,32.42,false
230581,25.72,true
230582,35.27,false
230583,-3.41,true
230584,16.30,false
230585,26.81,true
230586,34.53,true
230587,20.84,true
230588,33.19,true
230589,48.46,true
230590,2.92,true
230591,47.96,true
230592,38.52,false
230593,40.83,false
230594,31.00,true
230595,41.47,false
230596,18.38,true
230597,0.40,true
230598,-5.26,true
230599,16.28,false
230600,28.43,true
230601,8.07,true
230602,20.16,false
230603,18.20,true
230604,14.96,true
230605,-2.18,false
230606,4.72,true
230607,1.35,true
230608,7.72,false
230609,20.35,false
230610,34.77,false
230611,48.13,false
230612,30.07,false
230613,7.00,false
230614,12.34,true
230615,-9.76,true
230616,18.61,true
230617,12.85,false
230618,-0.19,false
230619,3.84,true
230620,33.44,true
230621,13.68,false
230622,10.94,false
230623,-4.69,true
230624,1.64,false
230625,-5.28,true
230626,-3.13,false
230627,27.59,true
230628,0.95,false
230629,36.93,true
230630,8.37,false
230631,3.38,true
230632,-5.23,true
230633,39.72,false
230634,-2.17,true
230635,27.72,false
230636,30.81,true
230637,46.62,true
230638,35.04,true
230639,-7.68,false
230640,-3.83,true
230641,32.15,false
230642,32.08,true
230643,46.03,true
230644,1.08,true
230645,24.03,false
230646,9.58,true
230647,36.66,false
230648,48.88,false
230649,27.45,true
230650,20.32,false
230651,40.37,false
230652,11.79,false
230653,32.78,true
230654,22.33,true
230655,45.68,true
230656,24.95,false
230657,32.61,true
230658,15.95,false
230659,-8.66,false
230660,-6.30,false
230661,24.66,true
230662,23.95,true
230663,24.81,true
230664,44.40,true
230665,-5.21,false
230666,17.66,true
230667,42.99,false
230668,9.53,false
230669,3.52,true
230670,43.86,false
230671,16.10,true
230672,16.10,true
230673,4.43,true
230674,32.48,true
230675,18.31,false
230676,43.55,false
230677,-8.67,true
230678,-3.93,true
230679,13.88,false
230680,15.38,false
230681,-8.99,true
230682,39.83,false
230683,39.73,false
230684,36.08,true
230685,21.02,true
230686,17.62,false
230687,25.99,true
230688,2.18,true
230689,9.23,true
230690,11.85,true
230691,11.34,true
230692,23.57,false
230693,21.78,true
230694,24.09,true
230695,4.72,false
230696,5.48,true
230697,8.81,false
230698,40.68,false
230699,37.35,false
230700,35.07,false
230701,40.69,true
230702,12.73,false
230703,34.57,false
230704,3.31,true
230705,36.92,true
230706,22.66,false
230707,24.52,true
230708,16.25,false
230709,11.05,true
230710,11.66,true
230711,49.08,true
230712,-6.36,true
230713,46.73,false
230714,-6.53,true
230715,37.67,false
230716,-6.92,false
230717,20.37,true
230718,20.57,true
230719,13.09,false
230720,15.73,true
230721,2.05,false
230722,40.68,true
230723,24.17,true
230724,21.72,true
230725,-3.19,true
230726,31.06,false
230727,19.31,true
230728,12.57,true
230729,37.96,true
230730,-5.20,false
230731,9.10,true
230732,38.70,false
230733,-5.59,true
230734,34.91,false
230735,20.44,false
230736,1.70,false
230737,15.30,true
230738,-4.93,false
230739,24.35,false
230740,37.84,false
230741,42.85,false
230742,18.35,true
230743,7.83,false
230744,25.67,false
230745,9.89,false
230746,5.63,false
230747,6.99,true
230748,6.10,true
230749,27.16,false
230750,-4.48,false
230751,40.28,true
230752,7.21,false
230753,0.09,true
230754,-3.88,true
230755,36.75,true
230756,27.24,true
230757,11.98,true
230758,29.73,false
230759,19.73,false
230760,-6.05,true
230761,22.04,true
230762,44.69,false
230763,38.26,false
230764,29.62,false
230765,27.56,false
230766,18.17,false
230767,5.42,true
230768,-5.66,false
230769,5.20,true
230770,14.38,false
230771,11.42,true
230772,28.59,false
230773,-6.00,true
230774,28.55,true
230775,7.76,true
230776,16.80,true
230777,12.24,false
230778,43.21,true
230779,22.42,true
230780,-8.24,false
230781,-8.76,false
230782,39.21,true
230783,15.19,false
230784,32.37,true
230785,46.01,true
230786,49.49,false
230787,38.56,true
230788,7.02,true
230789,0.33,false
230790,-7.72,true
230791,32.82,true
230792,37.63,true
230793,-5.66,false
230794,-7.09,false
230795,5.05,false
230796,5.81,true
230797,0.84,true
230798,-1.96,false
230799,30.02,true
230800,41.35,false
230801,33.73,false
230802,47.71,false
230803,32.78,true
230804,48.23,false
230805,31.78,true
230806,16.89,true
230807,1.64,true
230808,27.32,false
230809,35.58,false
230810,34.73,false
230811,-0.17,false
230812,39.02,false
230813,41.48,true
230814,-8.50,false
230815,28.44,false
230816,-8.57,true
230817,-0.71,true
230818,18.44,false
230819,35.19,false
230820,2.33,false
230821,-0.49,false
230822,-8.04,false
230823,38.08,false
230824,-5.21,true
230825,43.83,true
230826,7.79,true
230827,33.81,false
230828,33.73,true
230829,44.91,false
230830,11.37,true
230831,9.70,false
230832,33.52,false
230833,27.82,true
230834,10.75,true
230835,2.28,true
230836,21.09,true
230837,-2.96,false
230838,12.77,true
230839,24.39,true
230840,29.79,true
230841,3.35,true
230842,39.70,true
230843,28.51,false
230844,38.90,true
230845,-2.41,true
230846,35.67,true
230847,10.04,true
230848,45.98,true
230849,38.13,false
230850,14.75,false
230851,2.76,false
230852,-7.22,false
230853,13.80,false
230854,16.46,true
230855,41.79,true
230856,28.03,false
230857,36.82,true
230858,31.45,true
230859,22.40,false
230860,18.42,true
230861,33.00,true
230862,37.52,true
230863,29.49,false
230864,26.56,false
230865,13.96,false
230866,17.69,true
230867,20.41,true
230868,2.61,true
230869,30.33,false
230870,24.71,false
230871,-0.79,false
230872,42.83,false
230873,10.03,true
230874,9.73,false
230875,-2.17,true
230876,29.18,false
230877,-8.64,true
230878,23.98,true
230879,45.19,false
230880,2.66,true
230881,18.31,false
230882,6.91,false
230883,23.67,true
230884,42.21,false
230885,6.16,false
230886,24.70,true
230887,41.04,true
230888,25.55,false
230889,8.44,false
230890,19.08,true
230891,-5.60,false
230892,-1.50,false
230893,34.39,true
230894,-8.72,false
230895,1.19,true
230896,13.69,true
230897,16.80,true
230898,37.48,true
230899,22.52,false
230900,40.48,false
230901,45.20,true
230902,3.22,true
230903,26.73,false
230904,-9.98,true
230905,35.73,false
230906,3.52,true
230907,29.49,true
230908,32.33,true
230909,0.30,true
230910,7.20,true
230911,21.65,true
230912,-4.29,true
230913,8.42,true
230914,47.00,true
230915,11.80,false
230916,4.33,true
230917,49.58,true
230918,37.83,false
230919,44.25,true
230920,1.82,true
230921,1.61,false
230922,31.04,false
230923,40.26,false
230924,14.36,false
230925,15.57,true
230926,14.69,true
230927,14.76,true
230928,42.81,false
230929,26.51,true
230930,-2.09,true
230931,35.65,false
230932,-3.42,false
230933,5.85,false
230934,30.38,false
230935,2.31,true
230936,-4.04,true
230937,27.56,false
230938,14.60,false
230939,0.71,true
230940,2.27,true
230941,7.96,false
230942,43.46,true
230943,9.55,true
230944,44.39,true
230945,25.72,true
230946,32.15,false
230947,14.57,false
230948,31.94,true
230949,30.31,true
230950,0.10,false
230951,9.32,false
230952,40.19,true
230953,-3.29,false
230954,39.63,true
230955,22.15,true
230956,-0.42,true
230957,35.36,false
230958,46.52,true
230959,45.35,true
230960,20.80,true
230961,41.82,true
230962,0.92,false
230963,-9.21,true
230964,47.70,true
230965,26.53,true
230966,13.71,false
230967,-8.67,true
230968,31.09,false
230969,10.75,true
230970,22.83,false
230971,-8.78,false
230972,21.40,false
230973,0.23,false
230974,16.55,true
230975,-5.88,false
230976,14.13,false
230977,44.40,true
230978,40.08,true
230979,46.84,true
230980,28.81,true
230981,-0.43,false
230982,36.13,false
230983,-0.98,false
230984,23.40,true
230985,46.08,true
230986,20.88,false
230987,-3.12,true
230988,32.90,false
230989,3.23,true
230990,31.19,true
230991,33.93,false
230992,0.20,false
230993,40.17,true
230994,48.11,false
230995,-5.28,false
230996,29.01,false
230997,31.01,false
230998,30.48,true
230999,-6.75,true
231000,46.44,true
231001,23.66,true
231002,11.08,true
231003,27.26,false
231004,32.24,false
231005,35.13,true
231006,29.18,true
231007,47.89,true
231008,45.04,false
231009,39.32,true
231010,-4.68,false
231011,20.19,false
231012,-3.73,false
231013,-0.36,true
231014,27.05,false
231015,5.52,false
231016,16.36,true
231017,42.11,false
231018,23.49,true
231019,-5.23,false
231020,30.66,false
231021,31.19,false
231022,8.43,true
231023,18.45,false
231024,29.46,false
231025,36.43,false
231026,6.70,true
231027,47.83,false
231028,4.92,true
231029,21.77,false
231030,-2.56,false
231031,29.66,true
231032,38.59,false
231033,34.55,true
231034,-6.48,true
231035,47.40,true
231036,21.36,false
231037,47.46,true
231038,41.58,false
231039,16.97,false
231040,3.52,false
231041,-8.51,false
231042,41.91,false
231043,9.61,true
231044,22.95,false
231045,-8.30,false
231046,7.30,false
231047,48.86,false
231048,4.69,true
231049,46.83,false
231050,-7.36,true
231051,-9.21,false
231052,-7.17,true
231053,-1.41,true
231054,-8.15,false
231055,-6.15,true
231056,17.19,false
231057,26.10,true
231058,31.40,false
231059,15.86,true
231060,25.56,false
231061,26.16,true
231062,11.11,false
231063,-4.03,false
231064,45.37,true
231065,-8.62,true
231066,14.01,false
231067,45.48,false
231068,36.88,false
231069,45.03,false
231070,-8.33,false
231071,4.98,false
231072,29.43,true
231073,24.81,false
231074,14.32,false
231075,33.63,false
231076,-3.14,true
231077,1.75,true
231078,8.75,true
231079,26.63,true
231080,18.87,false
231081,3.60,true
231082,44.84,true
231083,-2.60,false
231084,39.05,true
231085,36.87,true
231086,48.12,true
231087,13.73,false
231088,17.77,true
231089,21.37,false
231090,29.44,true
231091,17.24,false
231092,6.01,false
231093,26.26,false
231094,3.01,false
231095,15.71,true
231096,35.05,true
231097,28.95,true
231098,20.44,false
231099,43.19,true
231100,39.74,true
231101,15.81,true
231102,25.68,false
231103,48.90,false
231104,-3.00,false
231105,30.31,false
231106,45.57,true
231107,43.33,true
231108,18.42,false
231109,13.47,true
231110,13.92,true
231111,39.70,false
231112,-6.45,true
231113,27.24,true
231114,18.07,false
231115,-2.66,false
231116,26.08,false
231117,19.36,false
231118,26.15,false
231119,42.06,true
231120,33.42,true
231121,46.70,true
231122,8.19,false
231123,-0.14,true
231124,12.85,true
231125,17.57,true
231126,-5.03,true
231127,20.14,true
231128,22.26,true
231129,5.51,true
231130,22.95,true
231131,48.41,false
231132,3.35,false
231133,5.59,true
231134,-3.67,false
231135,33.62,true
231136,38.45,true
231137,46.47,true
231138,-0.43,true
231139,17.04,false
231140,-5.88,false
231141,-9.21,false
231142,-4.65,true
231143,43.20,true
231144,35.47,false
231145,-5.72,true
231146,36.66,true
231147,-5.97,false
231148,17.67,false
231149,42.18,false
231150,-1.08,false
231151,30.12,true
231152,35.74,true
231153,32.17,false
231154,43.79,false
231155,-3.14,true
231156,36.32,true
231157,42.65,true
231158,19.32,false
231159,36.16,true
231160,1.33,true
231161,-3.66,false
231162,44.16,false
231163,2.49,false
231164,5.23,false
231165,9.32,false
231166,10.91,false
231167,24.35,true
231168,18.47,false
231169,17.16,false
231170,32.66,true
231171,-8.64,true
231172,30.81,false
231173,11.19,true
231174,-2.74,false
231175,22.16,true
231176,-0.25,false
231177,46.15,false
231178,10.60,false
231179,-5.89,false
231180,46.49,true
231181,13.77,false
231182,8.23,true
231183,37.28,true
231184,32.26,false
231185,45.85,true
231186,19.63,true
231187,18.40,true
231188,11.84,true
231189,34.21,true
231190,10.46,true
231191,45.69,true
231192,-7.01,true
231193,43.11,true
231194,39.26,true
231195,49.79,true
231196,-0.48,false
231197,33.17,false
231198,17.28,false
231199,27.58,true
231200,41.33,false
231201,-7.87,false
231202,20.75,true
231203,2.49,true
231204,22.08,true
231205,0.75,false
231206,37.99,true
231207,43.51,true
231208,-1.31,true
231209,19.16,true
231210,34.90,false
231211,28.31,true
231212,8.48,true
231213,41.59,true
231214,-8.93,false
231215,-6.91,false
231216,-9.77,false
231217,49.26,true
231218,-5.83,true
231219,23.31,false
231220,45.72,true
231221,9.39,true
231222,-3.32,true
231223,11.03,true
231224,-8.35,true
231225,1.63,true
231226,27.52,false
231227,5.53,true
231228,24.88,true
231229,0.19,false
231230,-2.82,true
231231,-2.64,true
231232,34.70,true
231233,40.69,false
231234,17.57,false
231235,39.81,false
231236,14.67,false
231237,28.53,false
231238,11.43,false
231239,28.08,true
231240,4.88,true
231241,-8.84,true
231242,10.64,true
231243,6.57,false
231244,19.84,false
231245,39.96,true
231246,-9.61,true
231247,-5.36,true
231248,22.60,true
231249,6.90,true
231250,13.59,false
231251,31.27,false
231252,8.02,false
231253,-5.47,false
231254,24.76,true
231255,45.51,false
231256,20.58,false
231257,44.01,false
231258,0.67,true
231259,4.56,true
231260,48.19,false
231261,10.40,true
231262,44.93,false
231263,10.37,true
231264,-5.77,true
231265,-6.28,false
231266,28.91,true
231267,45.57,true
231268,-6.63,true
231269,35.87,false
231270,-0.01,false
231271,31.38,false
231272,37.55,true
231273,49.40,true
231274,20.54,true
231275,3.35,true
231276,-7.88,true
231277,47.24,false
231278,0.16,false
231279,4.66,true
231280,0.91,true
231281,1.28,false
231282,20.21,false
231283,19.16,true
231284,-5.60,false
231285,46.20,true
231286,-6.77,true
231287,-6.42,true
231288,-7.83,true
231289,37.04,false
231290,1.94,true
231291,2.74,false
231292,-7.70,false
231293,-9.65,false
231294,45.58,true
231295,48.90,false
231296,9.85,false
231297,38.35,false
231298,14.12,true
231299,34.02,true
231300,49.42,true
231301,30.44,false
231302,48.38,true
231303,31.27,true
231304,1.51,true
231305,39.96,false
231306,39.04,true
231307,29.93,true
231308,2.50,false
231309,44.21,false
231310,16.64,true
231311,44.93,true
231312,23.42,false
231313,-2.96,false
231314,40.85,false
231315,38.00,true
231316,48.45,false
231317,35.49,false
231318,47.43,true
231319,43.90,false
231320,5.94,true
231321,7.26,false
231322,15.16,false
231323,17.57,false
231324,-0.07,true
231325,-2.97,false
231326,21.12,true
231327,13.07,false
231328,39.32,false
231329,4.33,true
231330,42.68,false
231331,36.29,true
231332,34.06,false
231333,15.56,false
231334,39.09,true
231335,-0.19,false
231336,36.64,true
231337,16.92,true
231338,-0.03,false
231339,44.27,true
231340,32.40,false
231341,14.62,true
231342,35.44,true
231343,21.99,true
231344,-9.96,false
231345,35.91,true
231346,-0.50,true
231347,1.80,true
231348,-7.51,true
231349,15.08,true
231350,-1.92,true
231351,23.20,false
231352,18.72,true
231353,-4.88,false
231354,17.15,true
231355,-8.53,true
231356,10.12,false
231357,16.14,true
231358,2.75,true
231359,3.21,false
231360,-0.32,false
231361,21.03,true
231362,49.85,false
231363,36.75,true
231364,34.01,true
231365,9.04,true
231366,33.95,true
231367,36.71,true
231368,37.64,false
231369,24.67,false
231370,2.21,false
231371,9.99,false
231372,14.76,true
231373,-1.09,true
231374,15.13,false
231375,33.09,true
231376,48.16,true
231377,23.58,false
231378,18.80,false
231379,33.80,false
231380,19.67,true
231381,4.55,false
231382,35.89,true
231383,14.30,false
231384,18.46,true
231385,20.59,true
231386,10.71,true
231387,-0.83,false
231388,17.06,true
231389,6.43,true
231390,42.00,false
231391,22.55,true
231392,-3.74,true
231393,22.10,true
231394,3.76,true
231395,38.78,true
231396,-0.88,true
231397,-0.47,true
231398,-0.09,false
231399,34.64,true
231400,13.46,false
231401,1.46,false
231402,2.53,false
231403,27.74,true
231404,42.97,false
231405,11.54,false
231406,37.63,true
231407,24.42,true
231408,8.70,false
231409,12.45,true
231410,47.21,true
231411,25.80,false
231412,11.37,true
231413,34.49,true
231414,1.16,false
231415,-0.74,true
231416,12.18,true
231417,29.60,false
231418,11.11,true
231419,38.84,true
231420,40.15,true
231421,38.73,false
231422,47.00,true
231423,25.40,false
231424,-1.45,true
231425,-9.57,false
231426,49.34,true
231427,6.70,false
231428,32.04,false
231429,8.51,true
231430,39.68,true
231431,16.00,false
231432,26.43,false
231433,5.47,false
231434,-1.62,true
231435,8.78,false
231436,8.41,true
231437,4.88,true
231438,39.97,true
231439,14.04,false
231440,17.02,false
231441,-0.80,false
231442,9.34,false
231443,28.49,true
231444,11.02,true
231445,1.18,false
231446,31.93,false
231447,-5.12,true
231448,24.96,false
231449,26.77,true
231450,44.67,false
231451,-0.86,false
231452,32.37,false
231453,1.46,false
231454,6.31,false
231455,20.90,true
231456,-3.50,false
231457,39.17,false
231458,27.25,false
231459,-2.90,true
231460,-9.66,true
231461,30.01,true
231462,24.71,false
231463,31.52,false
231464,31.53,false
231465,41.36,true
231466,31.12,true
231467,44.27,true
231468,41.52,true
231469,16.41,true
231470,13.76,false
231471,48.90,true
231472,23.20,true
231473,14.23,false
231474,32.97,true
231475,37.66,false
231476,-2.27,false
231477,4.43,false
231478,46.95,true
231479,-8.76,false
231480,18.15,true
231481,28.87,false
231482,31.42,false
231483,16.79,false
231484,2.84,true
231485,0.51,false
231486,12.11,true
231487,6.10,true
231488,22.16,false
231489,7.16,false
231490,12.30,true
231491,16.35,true
231492,2.01,true
231493,-2.13,true
231494,30.99,false
231495,17.33,false
231496,11.91,true
231497,14.52,true
231498,33.01,false
231499,31.70,true
231500,39.21,false
231501,40.08,false
231502,44.10,false
231503,15.71,false
231504,1.58,true
231505,26.45,true
231506,17.87,true
231507,33.47,false
231508,46.07,false
231509,25.88,true
231510,-6.74,false
231511,23.01,false
231512,9.19,false
231513,-9.94,false
231514,-3.42,false
231515,3.49,false
231516,18.18,true
231517,49.84,true
231518,8.91,true
231519,47.41,true
231520,-4.66,true
231521,7.98,true
231522,34.42,false
231523,17.75,false
231524,17.50,false
231525,40.39,true
231526,40.29,true
231527,36.82,true
231528,4.53,true
231529,33.19,true
231530,49.98,false
231531,2.29,false
231532,49.91,false
231533,17.68,false
231534,47.41,false
231535,21.68,false
231536,-2.18,true
231537,28.46,false
231538,9.96,true
231539,34.59,true
231540,26.08,true
231541,39.18,false
231542,2.82,false
231543,10.53,false
231544,39.56,true
231545,41.83,true
231546,27.45,true
231547,45.37,true
231548,47.17,true
231549,0.53,false
231550,37.17,true
231551,21.30,true
231552,1.71,false
231553,28.11,false
231554,24.03,false
231555,37.35,false
231556,5.37,true
231557,30.15,true
231558,10.00,false
231559,10.64,false
231560,45.89,false
231561,34.81,true
231562,23.00,false
231563,41.66,false
231564,38.40,true
231565,11.30,true
231566,-2.50,false
231567,35.87,false
231568,10.59,false
231569,40.41,false
231570,27.83,false
231571,28.63,true
231572,30.83,false
231573,40.74,true
231574,25.58,true
231575,32.17,true
231576,-9.14,true
231577,-4.47,true
231578,-8.59,true
231579,45.51,false
231580,30.41,true
231581,11.99,false
231582,6.17,false
231583,23.62,true
231584,23.01,false
231585,5.25,true
231586,16.68,true
231587,17.60,true
231588,25.36,false
231589,11.91,false
231590,-6.09,false
231591,40.75,false
231592,38.79,true
231593,29.21,true
231594,14.44,true
231595,11.03,true
231596,48.23,true
231597,13.32,false
231598,-2.48,true
231599,37.57,true
231600,-5.63,false
231601,-3.99,false
231602,17.05,true
231603,-7.73,false
231604,-9.13,false
231605,49.69,true
231606,14.35,false
231607,11.07,false
231608,5.41,false
231609,19.89,false
231610,4.10,false
231611,-3.84,true
231612,0.10,true
231613,31.88,true
231614,34.66,false
231615,10.63,true
231616,-7.74,true
231617,41.93,true
231618,10.35,false
231619,14.85,false
231620,7.64,true
231621,38.68,false
231622,9.50,true
231623,-4.09,true
231624,42.30,true
231625,4.45,false
231626,35.67,false
231627,7.45,false
231628,25.09,false
231629,20.10,false
231630,2.92,true
231631,6.41,true
231632,16.28,false
231633,14.56,false
231634,44.80,false
231635,1.33,true
231636,-8.07,true
231637,48.98,true
231638,37.45,false
231639,0.74,true
231640,31.11,false
231641,0.16,false
231642,-3.33,false
231643,32.66,false
231644,38.64,false
231645,17.73,true
231646,48.94,true
231647,36.31,true
231648,7.91,true
231649,21.57,true
231650,24.88,false
231651,7.76,true
231652,21.56,true
231653,-3.20,true
231654,22.06,true
231655,4.69,false
231656,18.76,false
231657,21.12,true
231658,34.97,false
231659,24.78,true
231660,-3.51,false
231661,15.18,false
231662,27.94,true
231663,48.62,true
231664,3.56,false
231665,2.29,true
231666,9.21,false
231667,29.34,true
231668,-1.87,true
231669,5.54,false
231670,49.21,false
231671,45.59,false
231672,24.97,true
231673,18.76,true
231674,26.16,true
231675,2.84,false
231676,11.57,false
231677,32.78,false
231678,40.13,true
231679,8.95,true
231680,49.47,false
231681,9.66,false
231682,23.51,true
231683,38.32,false
231684,16.45,true
231685,34.35,true
231686,18.09,false
231687,29.10,false
231688,28.20,false
231689,8.62,true
231690,3.83,true
231691,2.41,false
231692,-7.21,false
231693,39.27,true
231694,9.37,false
231695,46.46,false
231696,45.96,true
231697,12.27,true
231698,47.39,true
231699,7.94,false
231700,-3.90,true
231701,41.37,false
231702,30.35,true
231703,-6.11,false
231704,27.08,true
231705,41.12,true
